sacculifer,bulloides,siphonifera,pachy_d,universa,pachy_s,dutertrei,ruber
0.369316159643382,0.317097315352481,0.279187426094619,0.109441954385795,0.240849035558603,0.0488642301133836,0.109516330927052,0.260441142387609
